Printing the following information for each pair of Lorentz vectors being added to the stack: momNumber (1 or 2) || threeMom vector Cartesian (x,y,z) || threeMomSpherical (r,theta,phi) || magnitude (of 4 vector) || Energy (MeV/c)
MomNumber: 1 || Cartesian vector: (46.5827, 23.5178, -5.61959) || Spherical Vector: (52.4844, 1.67807, 0.467529) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-46.5827, -23.5178, 5.61959) || Spherical Vector: (52.4844, 1.46352, -2.67406) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (17.1537, 14.9714, 47.2887) || Spherical Vector: (52.4844, 0.448717, 0.717571) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-17.1537, -14.9714, -47.2887) || Spherical Vector: (52.4844, 2.69288, -2.42402) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-40.1146, 7.79072, -32.9354) || Spherical Vector: (52.4844, 2.24917, 2.94977) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (40.1146, -7.79072, 32.9354) || Spherical Vector: (52.4844, 0.892424, -0.191824) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-29.5938, 15.0416, 40.6519) || Spherical Vector: (52.4844, 0.684791, 2.67135) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (29.5938, -15.0416, -40.6519) || Spherical Vector: (52.4844, 2.4568, -0.470241) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (41.9247, -19.9977, 24.4342) || Spherical Vector: (52.4844, 1.08654, -0.445072) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-41.9247, 19.9977, -24.4342) || Spherical Vector: (52.4844, 2.05505, 2.69652) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-43.5097, -23.3383, 17.8003) || Spherical Vector: (52.4844, 1.22478, -2.64926) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (43.5097, 23.3383, -17.8003) || Spherical Vector: (52.4844, 1.91681, 0.492336) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (50.9343, 7.78971, -9.98179) || Spherical Vector: (52.4844, 1.76215, 0.151761) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-50.9343, -7.78971, 9.98179) || Spherical Vector: (52.4844, 1.37945, -2.98983) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (26.0651, 15.3484, -42.8912) || Spherical Vector: (52.4844, 2.52736, 0.532179) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-26.0651, -15.3484, 42.8912) || Spherical Vector: (52.4844, 0.614231, -2.60941) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (29.3758, -15.8675, -40.4957) || Spherical Vector: (52.4844, 2.45211, -0.495253) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-29.3758, 15.8675, 40.4957) || Spherical Vector: (52.4844, 0.689482, 2.64634) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-52.4687, 0.0343538, 1.28549) || Spherical Vector: (52.4844, 1.5463, 3.14094) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (52.4687, -0.0343538, -1.28549) || Spherical Vector: (52.4844, 1.59529, -0.000654748) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-41.7829, 10.5099, -29.9725) || Spherical Vector: (52.4844, 2.17861, 2.89517) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (41.7829, -10.5099, 29.9725) || Spherical Vector: (52.4844, 0.962983, -0.246424) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (49.7788, 11.0917, -12.3961) || Spherical Vector: (52.4844, 1.80924, 0.219239) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-49.7788, -11.0917, 12.3961) || Spherical Vector: (52.4844, 1.33236, -2.92235) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-49.3934, 17.7339, 0.646857) || Spherical Vector: (52.4844, 1.55847, 2.79689) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (49.3934, -17.7339, -0.646857) || Spherical Vector: (52.4844, 1.58312, -0.344701) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-18.6367, -34.5723, -34.8144) || Spherical Vector: (52.4844, 2.29605, -2.0652) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (18.6367, 34.5723, 34.8144) || Spherical Vector: (52.4844, 0.845538, 1.07639) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (26.4393, 13.1429, 43.3918) || Spherical Vector: (52.4844, 0.597482, 0.461323) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-26.4393, -13.1429, -43.3918) || Spherical Vector: (52.4844, 2.54411, -2.68027) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (44.3951, -20.7345, 18.8087) || Spherical Vector: (52.4844, 1.20428, -0.436937) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-44.3951, 20.7345, -18.8087) || Spherical Vector: (52.4844, 1.93731, 2.70466) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (22.482, 21.3817, -42.332) || Spherical Vector: (52.4844, 2.50911, 0.76032) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-22.482, -21.3817, 42.332) || Spherical Vector: (52.4844, 0.632482, -2.38127) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (19.7269, -38.5516, 29.6519) || Spherical Vector: (52.4844, 0.970404, -1.09783) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-19.7269, 38.5516, -29.6519) || Spherical Vector: (52.4844, 2.17119, 2.04376) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-43.2845, -25.7735, -14.7238) || Spherical Vector: (52.4844, 1.85515, -2.60453) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (43.2845, 25.7735, 14.7238) || Spherical Vector: (52.4844, 1.28644, 0.537063) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (1.60197, -46.7084, 23.8825) || Spherical Vector: (52.4844, 1.09838, -1.53651) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-1.60197, 46.7084, -23.8825) || Spherical Vector: (52.4844, 2.04321, 1.60508) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-48.6341, -1.89117, 19.6408) || Spherical Vector: (52.4844, 1.18724, -3.10273) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (48.6341, 1.89117, -19.6408) || Spherical Vector: (52.4844, 1.95435, 0.0388661) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (24.7039, 26.3355, -38.0891) || Spherical Vector: (52.4844, 2.38288, 0.817355) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-24.7039, -26.3355, 38.0891) || Spherical Vector: (52.4844, 0.758715, -2.32424) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-1.23645, -26.179, 45.4725) || Spherical Vector: (52.4844, 0.52285, -1.61799) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (1.23645, 26.179, -45.4725) || Spherical Vector: (52.4844, 2.61874, 1.5236) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (47.7906, -13.8748, 16.6782) || Spherical Vector: (52.4844, 1.24742, -0.282557) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-47.7906, 13.8748, -16.6782) || Spherical Vector: (52.4844, 1.89418, 2.85904) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-35.5639, 31.4648, 22.356) || Spherical Vector: (52.4844, 1.13078, 2.41727) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (35.5639, -31.4648, -22.356) || Spherical Vector: (52.4844, 2.01081, -0.724319) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-39.6093, -34.3282, -2.70063) || Spherical Vector: (52.4844, 1.62227, -2.4275) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (39.6093, 34.3282, 2.70063) || Spherical Vector: (52.4844, 1.51932, 0.714093) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-31.244, -27.7317, -31.7708) || Spherical Vector: (52.4844, 2.22099, -2.41568) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (31.244, 27.7317, 31.7708) || Spherical Vector: (52.4844, 0.920606, 0.725914) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (51.8893, -5.42416, 5.71824) || Spherical Vector: (52.4844, 1.46163, -0.104155) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-51.8893, 5.42416, -5.71824) || Spherical Vector: (52.4844, 1.67996, 3.03744) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (51.0232, -3.14776, 11.8888) || Spherical Vector: (52.4844, 1.34229, -0.0616147) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-51.0232, 3.14776, -11.8888) || Spherical Vector: (52.4844, 1.7993, 3.07998) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (36.5168, -18.4677, 32.8647) || Spherical Vector: (52.4844, 0.894153, -0.468222) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-36.5168, 18.4677, -32.8647) || Spherical Vector: (52.4844, 2.24744, 2.67337) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (17.1961, -32.8055, 37.1848) || Spherical Vector: (52.4844, 0.783438, -1.08799) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-17.1961, 32.8055, -37.1848) || Spherical Vector: (52.4844, 2.35815, 2.0536) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (9.39916, 50.6441, 10.0722) || Spherical Vector: (52.4844, 1.37769, 1.38729) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-9.39916, -50.6441, -10.0722) || Spherical Vector: (52.4844, 1.7639, -1.7543) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (13.4418, 48.3655, -15.3203) || Spherical Vector: (52.4844, 1.86701, 1.29972) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-13.4418, -48.3655, 15.3203) || Spherical Vector: (52.4844, 1.27458, -1.84188) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-50.0519, -5.32644, 14.8678) || Spherical Vector: (52.4844, 1.28358, -3.03557) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (50.0519, 5.32644, -14.8678) || Spherical Vector: (52.4844, 1.85801, 0.106019) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-4.70126, 52.1958, 2.84746) || Spherical Vector: (52.4844, 1.51652, 1.66062) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (4.70126, -52.1958, -2.84746) || Spherical Vector: (52.4844, 1.62508, -1.48097) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-45.1327, -26.1453, 5.838) || Spherical Vector: (52.4844, 1.45933, -2.61653) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (45.1327, 26.1453, -5.838) || Spherical Vector: (52.4844, 1.68226, 0.525058) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-45.1917, -16.9184, 20.642) || Spherical Vector: (52.4844, 1.16658, -2.78337) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (45.1917, 16.9184, -20.642) || Spherical Vector: (52.4844, 1.97501, 0.358218) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (14.8893, 1.45333, -50.3072) || Spherical Vector: (52.4844, 2.85255, 0.0973014) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-14.8893, -1.45333, 50.3072) || Spherical Vector: (52.4844, 0.289045, -3.04429) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (32.9642, -27.0506, 30.5981) || Spherical Vector: (52.4844, 0.948388, -0.687181) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-32.9642, 27.0506, -30.5981) || Spherical Vector: (52.4844, 2.1932, 2.45441) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-4.02582, -3.45633, 52.2155) || Spherical Vector: (52.4844, 0.101269, -2.43216) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (4.02582, 3.45633, -52.2155) || Spherical Vector: (52.4844, 3.04032, 0.709432) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (33.4795, -15.9446, 37.1417) || Spherical Vector: (52.4844, 0.784599, -0.444466) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-33.4795, 15.9446, -37.1417) || Spherical Vector: (52.4844, 2.35699, 2.69713) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-34.3238, -39.7027, 0.432737) || Spherical Vector: (52.4844, 1.56255, -2.28366) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (34.3238, 39.7027, -0.432737) || Spherical Vector: (52.4844, 1.57904, 0.857932) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (35.6999, 25.009, 29.2349) || Spherical Vector: (52.4844, 0.980003, 0.611085) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-35.6999, -25.009, -29.2349) || Spherical Vector: (52.4844, 2.16159, -2.53051) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-12.4649, -45.8969, 22.1971) || Spherical Vector: (52.4844, 1.13412, -1.83598) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (12.4649, 45.8969, -22.1971) || Spherical Vector: (52.4844, 2.00747, 1.30561) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-34.0736, 16.7594, -36.2316) || Spherical Vector: (52.4844, 2.33274, 2.68448) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (34.0736, -16.7594, 36.2316) || Spherical Vector: (52.4844, 0.80885, -0.457115) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (7.42756, -9.48319, 51.0834) || Spherical Vector: (52.4844, 0.231575, -0.906363) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-7.42756, 9.48319, -51.0834) || Spherical Vector: (52.4844, 2.91002, 2.23523) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-18.1833, 41.9524, -25.7679) || Spherical Vector: (52.4844, 2.08399, 1.97978) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (18.1833, -41.9524, 25.7679) || Spherical Vector: (52.4844, 1.0576, -1.16181) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-49.2101, 17.993, -3.03888) || Spherical Vector: (52.4844, 1.62873, 2.79106) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (49.2101, -17.993, 3.03888) || Spherical Vector: (52.4844, 1.51286, -0.350537) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (4.04526, 52.2619, 2.6357) || Spherical Vector: (52.4844, 1.52056, 1.49355) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-4.04526, -52.2619, -2.6357) || Spherical Vector: (52.4844, 1.62104, -1.64805) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-30.1458, -22.0219, -36.8902) || Spherical Vector: (52.4844, 2.35023, -2.51068) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (30.1458, 22.0219, 36.8902) || Spherical Vector: (52.4844, 0.79136, 0.630912) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (33.6782, -19.1294, 35.4184) || Spherical Vector: (52.4844, 0.830054, -0.516563) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-33.6782, 19.1294, -35.4184) || Spherical Vector: (52.4844, 2.31154, 2.62503) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (12.6406, -44.3639, 25.0335) || Spherical Vector: (52.4844, 1.07359, -1.29322) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-12.6406, 44.3639, -25.0335) || Spherical Vector: (52.4844, 2.068, 1.84837) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (0.0541853, -48.8708, 19.1379) || Spherical Vector: (52.4844, 1.19755, -1.56969) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-0.0541853, 48.8708, -19.1379) || Spherical Vector: (52.4844, 1.94404, 1.57191) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-43.2439, -18.9122, 22.9546) || Spherical Vector: (52.4844, 1.11814, -2.72932) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (43.2439, 18.9122, -22.9546) || Spherical Vector: (52.4844, 2.02346, 0.412276) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (30.1501, 26.3154, -33.9572) || Spherical Vector: (52.4844, 2.27443, 0.717589) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-30.1501, -26.3154, 33.9572) || Spherical Vector: (52.4844, 0.86716, -2.424) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-48.1876, -13.2251, 16.0519) || Spherical Vector: (52.4844, 1.25997, -2.87374) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (48.1876, 13.2251, -16.0519) || Spherical Vector: (52.4844, 1.88162, 0.267855) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-17.9043, -17.9193, 45.9668) || Spherical Vector: (52.4844, 0.503667, -2.35578) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (17.9043, 17.9193, -45.9668) || Spherical Vector: (52.4844, 2.63793, 0.785816) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (41.1573, 0.934163, -32.5549) || Spherical Vector: (52.4844, 2.23989, 0.0226935) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-41.1573, -0.934163, 32.5549) || Spherical Vector: (52.4844, 0.901701, -3.1189) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-15.4927, 10.191, -49.0993) || Spherical Vector: (52.4844, 2.78047, 2.55976) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (15.4927, -10.191, 49.0993) || Spherical Vector: (52.4844, 0.361121, -0.581832) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (35.0411, -18.9539, -34.1685) || Spherical Vector: (52.4844, 2.27973, -0.495834) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-35.0411, 18.9539, 34.1685) || Spherical Vector: (52.4844, 0.861867, 2.64576) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.9639, 41.0124, 30.8609) || Spherical Vector: (52.4844, 0.942211, 1.83202) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.9639, -41.0124, -30.8609) || Spherical Vector: (52.4844, 2.19938, -1.30957) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (41.4891, 6.81557, -31.4137) || Spherical Vector: (52.4844, 2.21247, 0.16282) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
